item_id,title,genre
1347,Talladega Nights: The Ballad of Ricky Bobby,"Comedy, Sport"
1348,Martian Child,"Comedy, Drama, Family"
1349,Me and You and Everyone We Know,"Comedy, Drama"
1350,Mongol,"Action, Biography, Drama"
1351,Resurrecting the Champ,"Drama, Sport"
1352,The Secret Life of Bees,Drama
1353,The Spiderwick Chronicles,"Action, Adventure, Drama"
1354,Wolf Creek,"Horror, Thriller"
1355,Match Point,"Drama, Romance, Thriller"
1356,300,"Action, Drama"
1357,Bandidas,"Action, Comedy, Crime"
1358,Becoming Jane,"Biography, Drama, Romance"
1359,Marmoulak,"Comedy, Drama"
1360,Must Love Dogs,"Comedy, Romance"
1361,Pledge This!,Comedy
1362,Snakes on a Plane,"Action, Adventure, Crime"
1363,Two for the Money,"Crime, Drama, Sport"
1364,9 rota,"Action, Drama, History"
1365,Annapolis,"Drama, Romance, Sport"
1366,Factotum,"Comedy, Drama, Romance"
1367,Harry Potter and the Half-Blood Prince,"Action, Adventure, Family"
1368,Inside I'm Dancing,"Comedy, Drama"
1369,Transformers,"Action, Adventure, Sci-Fi"
1370,Mujhse Shaadi Karogi,"Comedy, Drama, Musical"
1371,Adams æbler,"Comedy, Crime, Drama"
1372,Dreamer: Inspired by a True Story,"Drama, Family, Sport"
1373,Flags of Our Fathers,"Action, Adventure, Drama"
1374,Jarhead,"Action, Biography, Drama"
1375,Junebug,"Comedy, Drama"
1376,Land of the Dead,"Horror, Sci-Fi, Thriller"
1377,Lie with Me,"Drama, Romance"
1378,Phir Hera Pheri,"Comedy, Crime"
1379,La tigre e la neve,"Comedy, Drama, Romance"
1380,The Three Burials of Melquiades Estrada,"Adventure, Crime, Drama"
1381,Dead Man's Shoes,"Crime, Drama, Thriller"
1382,Doom,"Action, Horror, Sci-Fi"
1383,Find Me Guilty,"Biography, Comedy, Crime"
1384,In the Land of Women,"Comedy, Drama, Romance"
1385,The Kite Runner,Drama
1386,The Marine,"Action, Comedy, Drama"
1387,Mr. Woodcock,"Comedy, Romance, Sport"
1388,A Prairie Home Companion,"Comedy, Drama, Music"
1389,Sommersturm,"Comedy, Drama, Romance"
1390,Stranger Than Fiction,"Comedy, Drama, Fantasy"
1391,The Tale of Despereaux,"Animation, Adventure, Comedy"
1392,Sam gang 2,Horror
1393,The Stanford Prison Experiment,"Biography, Drama, History"
1394,The Texas Chainsaw Massacre: The Beginning,"Horror, Thriller"
1395,Veer-Zaara,"Drama, Family, Musical"
1396,El aura,"Crime, Drama, Thriller"
1397,Infamous,"Biography, Crime, Drama"
1398,Shooting Dogs,"Drama, History, War"
1399,Daniel der Zauberer,"Comedy, Crime, Fantasy"
1400,Domino,"Action, Biography, Crime"
1401,Street Kings,"Action, Crime, Drama"
1402,Control,"Biography, Drama, Music"
1403,Gridiron Gang,"Biography, Crime, Drama"
1404,The Proposition,"Crime, Drama, Western"
1405,Red Eye,Thriller
1406,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance"
1407,Big Momma's House 2,"Comedy, Crime"
1408,Imagine Me & You,"Comedy, Drama, Romance"
1409,Dhoom,"Action, Thriller"
1410,Diary of a Mad Black Woman,"Comedy, Drama, Romance"
1411,Frágiles,"Horror, Mystery, Thriller"
1412,Fur: An Imaginary Portrait of Diane Arbus,"Biography, Drama, Romance"
1413,Hatchet,"Comedy, Horror, Thriller"
1414,Marie Antoinette,"Biography, Drama, History"
1415,Are We Done Yet?,"Comedy, Family, Fantasy"
1416,Sherrybaby,Drama
1417,Surf's Up,"Animation, Comedy, Family"
1418,A Cock and Bull Story,Comedy
1419,Bin-jip,"Crime, Drama, Romance"
1420,Charlie Bartlett,"Comedy, Drama, Romance"
1421,Flushed Away,"Animation, Adventure, Comedy"
1422,Hard Candy,"Drama, Thriller"
1423,Joyeux Noël,"Drama, History, Music"
1424,Lakposhtha parvaz mikonand,"Drama, War"
1425,Clerks II,Comedy
1426,The Adventures of Sharkboy and Lavagirl 3-D,"Action, Adventure, Comedy"
1427,Balls of Fury,"Comedy, Crime, Sport"
1428,Candy,"Drama, Romance"
1429,Copying Beethoven,"Biography, Drama, Music"
1430,Employee of the Month,"Comedy, Romance"
1431,Get Smart,"Action, Adventure, Comedy"
1432,Hot Fuzz,"Action, Comedy, Mystery"
1433,Just Like Heaven,"Comedy, Drama, Fantasy"
1434,Lucky Number Slevin,"Crime, Drama, Mystery"
1435,Outsourced,"Comedy, Drama, Romance"
1436,Pardon,"Comedy, Drama"
1437,Pusher III,"Crime, Drama, Thriller"
1438,Run Fatboy Run,"Comedy, Romance, Sport"
1439,The Messengers,"Horror, Thriller"
1440,Trailer Park Boys: The Movie,"Comedy, Crime"
1441,Chi bi,"Action, Adventure, Drama"
1442,Feast,"Action, Comedy, Horror"
1443,Sophie Scholl - Die letzten Tage,"Biography, Crime, Drama"
1444,Superhero Movie,"Action, Comedy, Sci-Fi"
1445,Alpha Dog,"Biography, Crime, Drama"
1446,August Rush,"Drama, Music"
1447,Dinner for Schmucks,Comedy
1448,Failure to Launch,"Comedy, Romance"
1449,The Great Debaters,"Biography, Drama, Romance"
1450,Hairspray,"Comedy, Drama, Musical"
1451,The Invasion,"Sci-Fi, Thriller"
1452,The Lookout,"Crime, Drama, Thriller"
1453,El método,Drama
1454,Thank You for Smoking,"Comedy, Drama"
1455,Tom yum goong,"Action, Crime, Drama"
1456,Hollywoodland,"Biography, Crime, Drama"
1457,Nae meorisokui jiwoogae,"Drama, Romance"
1458,The A-Team,"Action, Adventure, Thriller"
1459,An American Haunting,"Drama, History, Horror"
1460,The Ant Bully,"Animation, Adventure, Comedy"
1461,Aquamarine,"Comedy, Family, Fantasy"
1462,The Business,"Crime, Drama, Thriller"
1463,Four Brothers,"Action, Crime, Drama"
1464,Little Man,"Comedy, Crime"
1465,Get Rich or Die Tryin',"Biography, Crime, Drama"
1466,Miami Vice,"Action, Crime, Thriller"
1467,The Secret Life of Words,"Drama, Romance"
1468,Stick It,"Comedy, Drama, Sport"
1469,The Women,"Comedy, Drama"
1470,Basic Instinct 2,"Drama, Mystery, Thriller"
1471,Role Models,Comedy
1472,The Possession,"Horror, Mystery, Thriller"
1473,The Kingdom,"Action, Drama, Thriller"
1474,P.S. I Love You,"Comedy, Drama, Romance"
1475,Resident Evil: Extinction,"Action, Horror, Sci-Fi"
1476,Sarkar,"Action, Crime, Drama"
1477,Fantastic Mr. Fox,"Animation, Adventure, Comedy"
1478,The Fog,"Horror, Mystery"
1479,Saw II,"Horror, Mystery"
1480,Factory Girl,"Biography, Drama"
1481,Krrish,"Action, Sci-Fi"
1482,Real Steel,"Action, Drama, Sci-Fi"
1483,Daybreakers,"Action, Fantasy, Horror"
1484,"Good Night, and Good Luck.","Biography, Drama, History"
1485,The Grudge 2,"Horror, Thriller"
1486,Harsh Times,"Action, Crime, Drama"
1487,Just Friends,"Comedy, Romance"
1488,Material Girls,"Comedy, Family, Romance"
1489,The Namesake,Drama
1490,The Return,"Horror, Mystery, Thriller"
1491,Kinky Boots,"Comedy, Drama, Music"
1492,The Last Kiss,"Comedy, Drama, Romance"
1493,V for Vendetta,"Action, Drama, Sci-Fi"
1494,Conversations with Other Women,"Comedy, Drama, Romance"
1495,The Descent,"Adventure, Horror, Thriller"
1496,The Giver,"Drama, Romance, Sci-Fi"
1497,The Invisible,"Crime, Drama, Fantasy"
1498,Keith,"Drama, Romance"
1499,Kidulthood,"Crime, Drama, Romance"
1500,Next,"Action, Sci-Fi, Thriller"
1501,Toy Story 3,"Animation, Adventure, Comedy"
1502,Friends with Money,"Comedy, Drama, Romance"
1503,G-Force,"Animation, Action, Adventure"
1504,The Queen,"Biography, Drama, History"
1505,Alita: Battle Angel,"Action, Adventure, Sci-Fi"
1506,See No Evil,"Action, Horror, Thriller"
1507,Paper Man,"Comedy, Drama"
1508,Something New,"Comedy, Drama, Romance"
1509,Akeelah and the Bee,"Drama, Family"
1510,Behind the Mask: The Rise of Leslie Vernon,"Comedy, Horror, Thriller"
1511,The Benchwarmers,"Comedy, Sport"
1512,Ice Age: The Meltdown,"Animation, Adventure, Comedy"
1513,Peaceful Warrior,"Drama, Romance, Sport"
1514,Terminator Salvation,"Action, Adventure, Sci-Fi"
1515,Goodbye Bafana,"Biography, Drama, History"
1516,Running with Scissors,"Comedy, Drama"
1517,Fanaa,"Drama, Romance"
1518,Slither,"Comedy, Horror, Sci-Fi"
1519,Shutter,"Horror, Mystery, Thriller"
1520,The Bourne Ultimatum,"Action, Mystery, Thriller"
1521,Dhoom:2,"Action, Thriller"
1522,Kung Fu Panda,"Animation, Action, Adventure"
1523,Lonely Hearts,"Biography, Crime, Drama"
1524,Stay Alive,"Fantasy, Horror, Mystery"
1525,Volver,"Comedy, Drama"
1526,Beowulf,"Animation, Action, Adventure"
1527,Lincoln,"Biography, Drama, History"
1528,Vantage Point,"Action, Crime, Drama"
1529,"Yours, Mine & Ours","Comedy, Family, Fantasy"
1530,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy
1531,Breaking and Entering,"Crime, Drama, Romance"
1532,Before We Go,"Comedy, Drama, Romance"
1533,The Condemned,"Action, Crime, Thriller"
1534,Dreamgirls,"Drama, Music, Musical"
1535,Edmond,"Drama, Thriller"
1536,Hoodwinked!,"Animation, Comedy, Crime"
1537,The Illusionist,"Drama, Fantasy, History"
1538,Killshot,"Action, Crime, Drama"
1539,The Sentinel,"Action, Crime, Thriller"
1540,"10,000 BC","Action, Adventure, Drama"
1541,The Assassination of Jesse James by the Coward Robert Ford,"Biography, Crime, Drama"
1542,The X Files: I Want to Believe,"Crime, Drama, Horror"
1543,Zodiac,"Crime, Drama, Mystery"
1544,Indigènes,"Action, Drama, War"
1545,Keeping Mum,"Comedy, Crime"
1546,The Reaping,"Horror, Thriller"
1547,Du levande,"Comedy, Drama, Music"
1548,Paradise Now,"Crime, Drama, Thriller"
1549,Across the Universe,"Drama, Fantasy, History"
1550,Blades of Glory,"Comedy, Sport"
1551,Bordertown,"Crime, Drama, Mystery"
1552,The Contract,"Action, Crime, Drama"
1553,Invincible,"Biography, Drama, Sport"
1554,Pathfinder,"Action, Adventure, Drama"
1555,Scott Pilgrim vs. the World,"Action, Comedy, Fantasy"
1556,Take the Lead,"Drama, Music"
1557,Huo Yuan Jia,"Action, Biography, Drama"
1558,Driving Lessons,"Comedy, Drama"
1559,The Painted Veil,"Drama, Romance"
1560,Knowing,"Action, Drama, Mystery"
1561,The Night Listener,"Crime, Drama, Horror"
1562,Shazam!,"Action, Adventure, Comedy"
1563,Snow Cake,"Drama, Romance"
1564,Sunshine,"Sci-Fi, Thriller"
1565,Hancock,"Action, Fantasy"
1566,Puss in Boots,"Animation, Adventure, Comedy"
1567,Eragon,"Action, Adventure, Family"
1568,Little Miss Sunshine,"Comedy, Drama"
1569,London,"Drama, Romance"
1570,Dominion: Prequel to the Exorcist,"Drama, Horror, Thriller"
1571,Pirates of the Caribbean: At World's End,"Action, Adventure, Fantasy"
1572,RV,"Adventure, Comedy, Family"
1573,Babel,Drama
1574,Passengers,"Drama, Fantasy, Horror"
1575,Ghajini,"Action, Drama, Mystery"
1576,Jodhaa Akbar,"Action, Drama, History"
1577,Kabhi Alvida Naa Kehna,"Drama, Romance"
1578,La Môme,"Biography, Drama, Music"
1579,16 Blocks,"Action, Crime, Drama"
1580,Blood Diamond,"Adventure, Drama, Thriller"
1581,Hostel,Horror
1582,Punisher: War Zone,"Action, Crime, Drama"
1583,Town Creek,"Action, Fantasy, Horror"
1584,Unknown,"Crime, Drama, Mystery"
1585,The Wicker Man,"Horror, Mystery, Thriller"
1586,1408,"Fantasy, Horror, Mystery"
1587,Cirque du Freak: The Vampire's Assistant,"Action, Adventure, Fantasy"
1588,Horton Hears a Who!,"Animation, Adventure, Comedy"
1589,Chinjeolhan geumjassi,"Crime, Drama, Thriller"
1590,Wonder Woman,"Action, Adventure, Fantasy"
1591,No Entry,"Comedy, Drama, Musical"
1592,Paheli,"Comedy, Drama, Fantasy"
1593,The Break-Up,"Comedy, Drama, Romance"
1594,Cheaper by the Dozen 2,"Adventure, Comedy, Family"
1595,Death Race,"Action, Sci-Fi, Thriller"
1596,Gone Baby Gone,"Crime, Drama, Mystery"
1597,The Good German,"Drama, Mystery, Romance"
1598,Good Luck Chuck,"Comedy, Romance"
1599,Lady in the Water,"Drama, Fantasy, Mystery"
1600,Love and Other Disasters,"Comedy, Drama, Romance"
1601,The Santa Clause 3: The Escape Clause,"Adventure, Comedy, Family"
1602,The Time Traveler's Wife,"Drama, Fantasy, Romance"
1603,Vacancy,"Horror, Thriller"
1604,Mr. Bean's Holiday,"Comedy, Family"
1605,Deja Vu,"Action, Crime, Sci-Fi"
1606,Snow Angels,"Crime, Drama, Romance"
1607,TMNT,"Animation, Action, Adventure"
1608,42,"Biography, Drama, Sport"
1609,Garam Masala,"Comedy, Romance"
1610,Iqbal,"Drama, Sport"
1611,Black Christmas,Horror
1612,Blind Dating,"Comedy, Romance"
1613,Amazing Grace,"Biography, Drama, History"
1614,Flyboys,"Action, Drama, History"
1615,The Hills Have Eyes,"Horror, Thriller"
1616,Inside Man,"Crime, Drama, Mystery"
1617,Life of Pi,"Adventure, Drama, Fantasy"
1618,Pulse,"Horror, Sci-Fi"
1619,The Pursuit of Happyness,"Biography, Drama"
1620,She's the Man,"Comedy, Romance, Sport"
1621,Turistas,"Horror, Mystery, Thriller"
1622,Let's Go to Prison,"Comedy, Crime"
1623,Being Flynn,Drama
1624,Aqua Teen Hunger Force Colon Movie Film for Theaters,"Animation, Action, Adventure"
1625,The Breed,"Action, Comedy, Horror"
1626,The Crazies,"Horror, Thriller"
1627,Garfield: A Tale of Two Kitties,"Animation, Adventure, Comedy"
1628,How to Lose Friends & Alienate People,"Biography, Comedy, Drama"
1629,The Last King of Scotland,"Biography, Drama, History"
1630,Madea's Family Reunion,"Comedy, Drama, Romance"
1631,Dead Silence,"Horror, Mystery, Thriller"
1632,The Hunting Party,"Adventure, Comedy, Drama"
1633,Australia,"Adventure, Comedy, Drama"
1634,When a Stranger Calls,"Horror, Thriller"
1635,The Equalizer,"Action, Crime, Thriller"
1636,Goya's Ghosts,"Biography, Drama, History"
1637,The Hitcher,"Crime, Thriller"
1638,John Tucker Must Die,"Comedy, Romance"
1639,Lage Raho Munna Bhai,"Comedy, Drama, Romance"
1640,Moartea domnului Lãzãrescu,"Comedy, Drama"
1641,L'enfant,"Crime, Drama, Romance"
1642,Hwal,"Drama, Romance"
1643,Grandma's Boy,Comedy
1644,Dalkomhan insaeng,"Action, Crime, Drama"
1645,The Butterfly Effect 2,"Drama, Sci-Fi, Thriller"
1646,Land of the Lost,"Action, Adventure, Comedy"
1647,Mr. Magorium's Wonder Emporium,"Comedy, Family, Fantasy"
1648,El laberinto del fauno,"Drama, Fantasy, War"
1649,Perfect Stranger,"Crime, Horror, Mystery"
1650,Stormbreaker,"Action, Adventure, Family"
1651,Nacho Libre,"Comedy, Family, Sport"
1652,Scoop,"Comedy, Crime, Fantasy"
1653,Fido,"Comedy, Drama, Horror"
1654,Efter brylluppet,Drama
1655,The Holiday,"Comedy, Romance"
1656,Captain America: The First Avenger,"Action, Adventure, Sci-Fi"
1657,The Devil Wears Prada,"Comedy, Drama"
1658,Fast Track,"Comedy, Romance"
1659,Right at Your Door,"Drama, Sci-Fi, Thriller"
1660,A Long Way Down,"Comedy, Drama"
1661,Sin City: A Dame to Kill For,"Action, Crime, Thriller"
1662,X-Men Origins: Wolverine,"Action, Adventure, Sci-Fi"
1663,Cashback,"Comedy, Drama, Romance"
1664,Chaos Theory,"Comedy, Drama, Romance"
1665,In the Name of the King: A Dungeon Siege Tale,"Action, Adventure, Fantasy"
1666,The Fall,"Adventure, Drama, Fantasy"
1667,Fast Food Nation,"Comedy, Drama"
1668,The Great Buck Howard,"Adventure, Comedy, Drama"
1669,Inland Empire,"Drama, Fantasy, Mystery"
1670,The Only Living Boy in New York,Drama
1671,The Wind that Shakes the Barley,"Drama, War"
1672,Skinwalkers,"Action, Fantasy, Horror"
1673,Enchanted,"Animation, Comedy, Family"
1674,Don,"Action, Crime, Thriller"
1675,Black Snake Moan,"Drama, Music"
1676,Code Name: The Cleaner,"Action, Comedy, Crime"
1677,Daddy Day Camp,"Comedy, Family"
1678,Grindhouse,"Action, Horror, Thriller"
1679,High-Rise,"Drama, Sci-Fi"
1680,The Hoax,"Comedy, Drama"
1681,Larry the Cable Guy: Health Inspector,"Comedy, Romance"
1682,The Last Legion,"Action, Adventure, War"
1683,Outlander,"Action, Adventure, Sci-Fi"
1684,Rambo,"Action, Thriller"
1685,Rescue Dawn,"Action, Biography, Drama"
1686,School for Scoundrels,Comedy
1687,The Simpsons Movie,"Animation, Adventure, Comedy"
1688,Step Up,"Crime, Drama, Music"
1689,"You, Me and Dupree","Comedy, Romance"
1690,28 Weeks Later,"Action, Horror, Sci-Fi"
1691,Astérix aux jeux olympiques,"Adventure, Comedy, Family"
1692,The Fast and the Furious: Tokyo Drift,"Action, Crime, Thriller"
1693,Freedom Writers,"Biography, Crime, Drama"
1694,The Lazarus Project,"Drama, Mystery, Thriller"
1695,The History Boys,"Comedy, Drama, Romance"
1696,El orfanato,"Drama, Fantasy, Horror"
1697,Piranha 3D,"Comedy, Horror"
1698,Severance,"Comedy, Horror, Thriller"
1699,"OSS 117: Le Caire, nid d'espions","Action, Adventure, Comedy"
1700,American Dreamz,"Comedy, Music"
1701,Ils,"Horror, Thriller"
1702,National Treasure: Book of Secrets,"Action, Adventure, Mystery"
1703,The Cottage,"Comedy, Crime, Horror"
1704,December Boys,"Drama, Romance"
1705,Hitman,"Action, Crime, Thriller"
1706,Igor,"Animation, Comedy, Family"
1707,Michael Clayton,"Crime, Drama, Mystery"
1708,Notes on a Scandal,"Crime, Drama, Romance"
1709,Push,"Action, Sci-Fi, Thriller"
1710,Shoot 'Em Up,"Action, Thriller"
1711,My Super Ex-Girlfriend,"Comedy, Romance, Sci-Fi"
1712,Date Movie,"Comedy, Romance"
1713,Khosla Ka Ghosla!,"Comedy, Crime, Drama"
1714,Hallam Foe,"Drama, Mystery, Romance"
1715,I Could Never Be Your Woman,"Comedy, Drama, Romance"
1716,ATL,"Comedy, Crime, Drama"
1717,Margaret,Drama
1718,The Omen,"Action, Adventure, Fantasy"
1719,Underdog,"Action, Adventure, Comedy"
1720,Max Payne,"Action, Crime, Drama"
1721,The Other Boleyn Girl,"Biography, Drama, History"
1722,Juno,"Comedy, Drama"
1723,Half Nelson,Drama
1724,Gwoemul,"Action, Drama, Horror"
1725,Tsotsi,"Crime, Drama"
1726,The Dark Knight,"Action, Crime, Drama"
1727,Alan Partridge: Alpha Papa,"Action, Comedy, Crime"
1728,The Astronaut Farmer,"Adventure, Drama, Sci-Fi"
1729,There Will Be Blood,Drama
1730,Things We Lost in the Fire,Drama
1731,World Trade Center,"Drama, History, Thriller"
1732,Direktøren for det hele,Comedy
1733,The Express,"Biography, Drama, Sport"
1734,Open Water 2: Adrift,"Adventure, Drama, Horror"
1735,Bug,"Drama, Horror, Thriller"
1736,Ex Machina,"Drama, Sci-Fi, Thriller"
1737,For Your Consideration,Comedy
1738,Organize Isler,"Comedy, Drama"
1739,Red Road,"Drama, Mystery, Thriller"
1740,The Tournament,"Action, Thriller"
1741,Tower Heist,"Action, Comedy, Crime"
1742,Athadu,"Action, Thriller"
1743,9,"Animation, Action, Adventure"
1744,Apocalypto,"Action, Adventure, Drama"
1745,Charlie Wilson's War,"Biography, Comedy, Drama"
1746,Penelope,"Comedy, Fantasy, Romance"
1747,The Smurfs,"Animation, Adventure, Comedy"
1748,Notorious,"Biography, Crime, Drama"
1749,The Mechanic,"Action, Thriller"
1750,Prince of Persia: The Sands of Time,"Action, Adventure, Fantasy"
1751,The Death and Life of Bobby Z,"Action, Crime, Thriller"
1752,Waitress,"Comedy, Drama, Romance"
1753,The Flock,"Crime, Drama, Mystery"
1754,Goal II: Living the Dream,"Adventure, Drama, Sport"
1755,Jaane Tu... Ya Jaane Na,"Comedy, Drama, Romance"
1756,Man cheng jin dai huang jin jia,"Action, Drama, History"
1757,A Guide to Recognizing Your Saints,"Crime, Drama"
1758,State of Play,"Crime, Drama, Mystery"
1759,Angel-A,"Comedy, Drama, Fantasy"
1760,13 Tzameti,"Crime, Drama, Horror"
1761,United 93,"Action, Drama, History"
1762,"Hail, Caesar!","Comedy, Drama, Music"
1763,Smokin' Aces,"Action, Comedy, Crime"
1764,Shinobi,"Action, Drama, Fantasy"
1765,The Abandoned,"Horror, Mystery, Thriller"
1766,The Covenant,"Action, Adventure, Fantasy"
1767,Babam ve Oglum,"Drama, Family"
1768,Amusement,"Action, Comedy, Crime"
1769,The Brave One,"Action, Crime, Drama"
1770,Norbit,"Comedy, Romance"
1771,Premonition,"Drama, Fantasy, Thriller"
1772,Rocket Science,"Comedy, Drama"
1773,Unstoppable,"Action, Thriller"
1774,Starter for 10,"Comedy, Drama, Romance"
1775,Wristcutters: A Love Story,"Comedy, Drama, Fantasy"
1776,Extremely Loud & Incredibly Close,"Adventure, Drama, Mystery"
1777,Night at the Museum,"Adventure, Comedy, Family"
1778,No Country for Old Men,"Crime, Drama, Thriller"
1779,Saat po long,"Action, Crime, Thriller"
1780,21,"Crime, Drama, History"
1781,In the Valley of Elah,"Crime, Drama, Mystery"
1782,The Tree of Life,"Drama, Fantasy"
1783,Knocked Up,"Comedy, Romance"
1784,Ant-Man,"Action, Adventure, Comedy"
1785,Rocky Balboa,"Action, Drama, Sport"
1786,Nancy Drew,"Comedy, Crime, Family"
1787,Rogue,"Action, Adventure, Drama"
1788,Seraphim Falls,"Action, Drama, Thriller"
1789,"Bon Cop, Bad Cop","Action, Comedy, Crime"
1790,Sivaji,"Action, Drama, Thriller"
1791,Crank,"Action, Crime, Thriller"
1792,Madagascar: Escape 2 Africa,"Animation, Adventure, Comedy"
1793,One Missed Call,"Horror, Mystery"
1794,Season of the Witch,"Action, Adventure, Fantasy"
1795,This Is England,"Crime, Drama"
1796,Atlas Shrugged: Part I,"Drama, Mystery, Sci-Fi"
1797,Dan in Real Life,"Comedy, Drama, Romance"
1798,I Am Legend,"Action, Adventure, Drama"
1799,The Losers,"Action, Adventure, Crime"
1800,Interview,Drama
1801,Van Wilder 2: The Rise of Taj,"Comedy, Romance"
1802,Los cronocrímenes,"Horror, Mystery, Sci-Fi"
1803,Hall Pass,"Comedy, Romance"
1804,No Reservations,"Comedy, Drama, Romance"
1805,The Number 23,"Crime, Mystery, Thriller"
1806,The Croods,"Animation, Action, Adventure"
1807,Harold & Kumar Escape from Guantanamo Bay,"Adventure, Comedy"
1808,Youth Without Youth,"Drama, Fantasy, Mystery"
1809,Hors de prix,"Comedy, Romance"
1810,Bella,"Drama, Romance"
1811,It's a Boy Girl Thing,"Comedy, Fantasy, Romance"
1812,Miss Potter,"Biography, Drama"
1813,The Prestige,"Drama, Mystery, Sci-Fi"
1814,Pride and Glory,"Crime, Drama, Thriller"
1815,Shutter,"Horror, Mystery, Thriller"
1816,Space Chimps,"Animation, Adventure, Comedy"
1817,The Strangers,"Horror, Thriller"
1818,The Ultimate Gift,"Drama, Family, Romance"
1819,Doomsday,"Action, Sci-Fi, Thriller"
1820,Man of the Year,"Comedy, Drama, Romance"
1821,The Seeker: The Dark Is Rising,"Adventure, Drama, Family"
1822,Love in the Time of Cholera,"Drama, Romance"
1823,The Pleasure of Your Company,"Comedy, Romance"
1824,Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono,"Animation, Action, Adventure"
1825,Hacivat Karagöz Neden Öldürüldü?,"Comedy, Drama, History"
1826,The Secret of Kells,"Animation, Adventure, Family"
1827,The Air I Breathe,"Crime, Drama, Thriller"
1828,Mr. Nobody,"Drama, Fantasy, Romance"
1829,Bo bui gai wak,"Action, Adventure, Comedy"
1830,Red Tails,"Action, Drama, History"
1831,Wind Chill,"Drama, Horror, Thriller"
1832,Beerfest,Comedy
1833,4: Rise of the Silver Surfer,"Action, Adventure, Fantasy"
1834,Fred Claus,"Comedy, Family, Fantasy"
1835,Postal,"Action, Comedy, Crime"
1836,Stardust,"Adventure, Family, Fantasy"
1837,What Just Happened,"Comedy, Drama"
1838,Disturbia,"Crime, Drama, Mystery"
1839,Wild Hogs,"Action, Adventure, Comedy"
1840,Big Nothing,"Comedy, Crime, Thriller"
1841,Fracture,"Crime, Drama, Thriller"
1842,Omkara,"Action, Crime, Drama"
1843,12,"Crime, Drama, Thriller"
1844,The Oxford Murders,"Crime, Mystery, Thriller"
1845,Unaccompanied Minors,"Adventure, Comedy, Family"
1846,Welcome,"Comedy, Romance"
1847,Chapter 27,"Biography, Crime, Drama"
1848,Fanboys,"Adventure, Comedy, Drama"
1849,Jumper,"Action, Adventure, Sci-Fi"
1850,My Name Is Bruce,"Comedy, Fantasy, Horror"
1851,The Nanny Diaries,"Comedy, Drama, Romance"
1852,Saw III,"Horror, Mystery, Thriller"
1853,Stop-Loss,"Drama, War"
1854,Strange Wilderness,"Adventure, Comedy"
1855,Venus,"Comedy, Drama, Romance"
1856,Butterfly on a Wheel,"Crime, Drama, Mystery"
1857,All the Boys Love Mandy Lane,Horror
1858,Because I Said So,"Comedy, Romance"
1859,Big Stan,"Action, Comedy"
1860,Mutant Chronicles,"Action, Adventure, Mystery"
1861,Reign Over Me,Drama
1862,Silence,"Drama, History"
1863,Something Borrowed,"Comedy, Drama, Romance"
1864,Suburbicon,"Comedy, Crime, Drama"
1865,Tulip Fever,"Drama, History, Romance"
1866,Away from Her,Drama
1867,The Haunting in Connecticut,"Drama, Horror, Mystery"
1868,Furry Vengeance,"Comedy, Family"
1869,Shrooms,"Comedy, Horror, Mystery"
1870,The Foot Fist Way,Comedy
1871,The Game Plan,"Comedy, Family, Sport"
1872,Kurtlar Vadisi: Irak,"Action, Drama, War"
1873,CHIPS,"Action, Comedy, Crime"
1874,Wanted,"Action, Crime, Fantasy"
1875,Ramona and Beezus,"Comedy, Drama, Family"
1876,Eagle vs Shark,"Comedy, Romance"
1877,Inkheart,"Adventure, Family, Fantasy"
1878,La sconosciuta,"Drama, Mystery, Thriller"
1879,"Welcome Home, Roscoe Jenkins","Comedy, Romance"
1880,Silk,"Drama, Romance"
1881,Golmaal: Fun Unlimited,"Action, Comedy, Drama"
1882,Gedo senki,"Animation, Adventure, Fantasy"
1883,White Noise 2: The Light,"Drama, Fantasy, Horror"
1884,Ocean's Thirteen,"Action, Crime, Thriller"
1885,Ssa-i-bo-geu-ji-man-gwen-chan-a,"Comedy, Drama, Romance"
1886,Vicky Cristina Barcelona,"Comedy, Drama, Romance"
1887,Sex and Death 101,"Comedy, Drama, Fantasy"
1888,Shi gan,"Drama, Mystery, Romance"
1889,Iklimler,"Drama, Romance"
1890,Hostel: Part II,"Horror, Thriller"
1891,Letters from Iwo Jima,"Action, Adventure, Drama"
1892,Rings,"Drama, Horror, Mystery"
1893,We Own the Night,"Crime, Drama, Thriller"
1894,Takva,Drama
1895,Guru,"Biography, Drama"
1896,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family"
1897,Avatar,"Action, Adventure, Fantasy"
1898,Reno 911!: Miami,"Comedy, Crime"
1899,War,"Action, Thriller"
1900,10 Items or Less,"Comedy, Drama"
1901,The Man from Earth,"Drama, Fantasy, Sci-Fi"
1902,Margot at the Wedding,"Comedy, Drama"
1903,AVPR: Aliens vs Predator - Requiem,"Action, Adventure, Fantasy"
1904,Death Note: Desu nôto,"Crime, Drama, Fantasy"
1905,Friday the 13th,"Horror, Mystery, Thriller"
1906,Love & Other Drugs,"Comedy, Drama, Romance"
1907,Into the Wild,"Adventure, Biography, Drama"
1908,Music and Lyrics,"Comedy, Music, Romance"
1909,Outlaw,"Action, Crime, Drama"
1910,Body of Lies,"Action, Drama, Thriller"
